Whisky,Age,MetaCritic,StDev,Num_of_Critics,Cost,Class,SuperCluster,Cluster,Country,Type
Parker‰Ûªs Heritage 5th 10yo Cognac Barrel Finished,10,9.07,0.38,9,>$300 CAD,Bourbon-like,,R1,USA,Bourbon
"Buffalo Trace Experimental Collection 12yo floor #5 (rye, 2014)",12,9.05,0.24,5,$125-300 CAD,Bourbon-like,,R1,USA,Bourbon
Four Roses Small Batch Limited Edition,0,9.05,0.2,17,>$300 CAD,Bourbon-like,,R3,USA,Bourbon
Michter's 20yo Single Barrel Bourbon,20,9.05,0.42,5,>$300 CAD,Bourbon-like,,R1,USA,Bourbon
Parker‰Ûªs Heritage 6th Blend of Mashbills,0,9.04,0.12,6,>$300 CAD,Bourbon-like,,R1,USA,Bourbon
Wild Turkey Master's Keep Decades,0,9.03,0.17,8,$125-300 CAD,Bourbon-like,,R2,USA,Bourbon
Willett Family Estate 8yo Bourbon,8,9.02,0.06,3,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
William Heavenhill BiB,0,8.99,0.15,6,>$300 CAD,Bourbon-like,,R2,USA,Bourbon
Willett Family Estate Bourbon (all ages),0,8.98,0.26,16,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
Wild Turkey Master's Keep Revival,0,8.97,0.27,5,$125-300 CAD,Bourbon-like,,R2,USA,Bourbon
Blanton's Straight from the Barrel Bourbon,0,8.93,0.23,11,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
Colonel E.H. Taylor Four Grain,0,8.93,0.29,8,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Stagg Jr batch 4 (132.2 proof),0,8.93,0.27,5,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Willett Family Estate 7yo Bourbon,7,8.93,0.32,3,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
Stagg Jr (batches 3+),0,8.92,0.16,11,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Willett Family Estate 17yo Bourbon,17,8.91,0.57,3,>$300 CAD,Bourbon-like,,R2,USA,Bourbon
Heaven Hill Select Stock Barrel,0,8.9,0.13,3,$125-300 CAD,Bourbon-like,,R1,USA,Bourbon
Elijah Craig Barrel Proof,0,8.89,0.2,13,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Jack Daniel's 150th Anniversary,0,8.89,0.32,3,$50-70 CAD,Bourbon-like,,R1,USA,Bourbon
Old Rip Van Winkle 10yo,10,8.88,0.24,11,>$300 CAD,Bourbon-like,,R0,USA,Bourbon
Stagg Jr batch 5 (129.7 proof),0,8.88,0.32,3,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Colonel EH. Taylor Barrel Proof,0,8.87,0.19,8,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Willett Family Estate 11yo Bourbon,11,8.87,0.29,6,>$300 CAD,Bourbon-like,,R2,USA,Bourbon
Colonel E.H. Taylor Single Barrel,0,8.86,0.32,9,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Wild Turkey 17yo Master's Keep,17,8.86,0.3,10,$125-300 CAD,Bourbon-like,,R2,USA,Bourbon
Angel's Envy Cask Strength,0,8.85,0.44,10,>$300 CAD,Bourbon-like,,R2,USA,Bourbon
Eagle Rare 17yo,17,8.85,0.3,15,>$300 CAD,Bourbon-like,,R1,USA,Bourbon
Parker‰Ûªs Heritage 11th 2017 11yo,11,8.85,0.44,5,$125-300 CAD,Bourbon-like,,R1,USA,Bourbon
Wild Turkey Kentucky Spirit Single Barrel,0,8.85,0.28,14,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Michter's 10yo Single Barrel Bourbon,10,8.84,0.31,11,>$300 CAD,Bourbon-like,,R1,USA,Bourbon
Pappy Van Winkle Family Reserve Bourbon 23yo,23,8.84,0.42,7,>$300 CAD,Bourbon-like,,R0,USA,Bourbon
Willett Family Estate 14yo Bourbon,14,8.84,0.38,4,>$300 CAD,Bourbon-like,,R2,USA,Bourbon
J.P. Wiser's Last Barrels,0,8.83,0.31,12,$50-70 CAD,Bourbon-like,,,Canada,Blend
W.L. Weller 12yo,12,8.83,0.18,17,$125-300 CAD,Bourbon-like,,R0,USA,Bourbon
Willett Family Estate 5yo Bourbon,5,8.83,0.14,3,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Booker's Small Batch Straight Bourbon,0,8.82,0.23,21,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Jefferson's 18yo Presidential Select,18,8.82,0.46,9,>$300 CAD,Bourbon-like,,R3,USA,Bourbon
Old Forester 1920 Prohibition Style,0,8.82,0.29,6,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
Yellowstone 2018 Limited Edition,0,8.82,0.2,3,$125-300 CAD,Bourbon-like,,R3,USA,Bourbon
Smooth Ambler Old Scout Single Barrel Bourbon,0,8.81,0.21,8,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Willett Family Estate 13yo Bourbon,13,8.81,0.49,3,>$300 CAD,Bourbon-like,,R2,USA,Bourbon
Russell's Reserve Single Barrel,0,8.8,0.22,11,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
Stagg Jr batch 3 (132.1 proof),0,8.8,0.24,8,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Wild Turkey 14yo Tradition,14,8.79,0.27,5,$125-300 CAD,Bourbon-like,,R2,USA,Bourbon
Parker‰Ûªs Heritage 8th 13yo Wheat Whiskey,13,8.78,0.55,11,>$300 CAD,Bourbon-like,,R0,USA,Bourbon
Wild Turkey Diamond Anniversary,0,8.78,0.29,7,$125-300 CAD,Bourbon-like,,R2,USA,Bourbon
Old Forester Birthday (2012-2016),0,8.77,0.13,12,$125-300 CAD,Bourbon-like,,R2,USA,Bourbon
Baker‰Ûªs Kentucky Straight Bourbon 7yo,7,8.76,0.28,22,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Knob Creek Single Barrel Reserve Bourbon,0,8.75,0.29,15,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Jefferson's Ocean Aged at Sea,0,8.74,0.4,4,$70-125 CAD,Bourbon-like,,R3,USA,Bourbon
Blanton's Gold Kentucky Straight Bourbon,0,8.73,0.4,17,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
Elmer T. Lee Single Barrel Bourbon,0,8.73,0.37,16,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Henry McKenna 10yo Single Barrel BiB,10,8.73,0.26,12,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Orphan Barrel Barterhouse Bourbon 20yo,20,8.73,0.37,14,$125-300 CAD,Bourbon-like,,R1,USA,Bourbon
Four Roses Single Barrel Bourbon,0,8.71,0.32,21,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Maker's Mark Cask Strength,0,8.71,0.41,15,$70-125 CAD,Bourbon-like,,R0,USA,Bourbon
Old Grand-Dad Bourbon 114,0,8.71,0.32,14,$30-50 CAD,Bourbon-like,,R3,USA,Bourbon
Wild Turkey Rare Breed,0,8.71,0.29,20,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Yellowstone 2016 Limited Edition,0,8.71,0.43,3,$125-300 CAD,Bourbon-like,,R3,USA,Bourbon
Barton 1792 Full Proof Bourbon,0,8.7,0.46,7,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Elijah Craig 18yo,18,8.7,0.47,13,$125-300 CAD,Bourbon-like,,R1,USA,Bourbon
Old Weller Antique 107,0,8.69,0.34,15,$30-50 CAD,Bourbon-like,,R0,USA,Bourbon
Woodford Reserve Double Oaked,0,8.68,0.28,15,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
Elijah Craig 12yo,12,8.67,0.27,24,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Stagg Jr batch 7 (129.5 proof),0,8.67,0.49,4,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Barton 1792 High Rye Bourbon,0,8.66,0.48,4,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Blanton's Original Bourbon Single Barrel,0,8.66,0.34,21,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Evan Williams Single Barrel,0,8.66,0.21,18,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Yellowstone Limited Edition (all vintages),0,8.66,0.37,3,$125-300 CAD,Bourbon-like,,R3,USA,Bourbon
Barton 1792 Sweet Wheat Bourbon,0,8.65,0.19,8,$70-125 CAD,Bourbon-like,,R0,USA,Bourbon
"Buffalo Trace Experimental Collection 12yo floor #1 (rye, 2014)",12,8.65,0.12,3,$125-300 CAD,Bourbon-like,,R1,USA,Bourbon
Van Winkle Special Reserve 12yo Lot B,12,8.65,0.23,10,>$300 CAD,Bourbon-like,,R0,USA,Bourbon
Maker's Mark 46,0,8.64,0.34,21,$50-70 CAD,Bourbon-like,,R0,USA,Bourbon
"Buffalo Trace Experimental Collection 12yo floor #1 (wheat, 2015)",12,8.62,0.26,3,$125-300 CAD,Bourbon-like,,R0,USA,Bourbon
Barton 1792 Single Barrel Bourbon,0,8.61,0.38,6,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Colonel E.H. Taylor Small Batch (BiB),0,8.61,0.27,14,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Eagle Rare 10yo,10,8.61,0.32,24,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Old Forester Statesman,0,8.61,0.49,4,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Willett Pot Still Reserve,0,8.61,0.52,9,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Jim Beam Single Barrel,0,8.59,0.16,4,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Knob Creek Small Batch 9yo Bourbon,9,8.59,0.39,23,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Stranahan's Colorado Whiskey,0,8.59,0.34,14,$70-125 CAD,Bourbon-like,,R0,USA,Bourbon
Corner Creek Reserve Bourbon,0,8.58,0.35,8,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Jack Daniel's Master Distiller (all series),0,8.58,0.18,5,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Orphan Barrel Entrapment Canadian 25yo,25,8.58,0.46,7,$125-300 CAD,Bourbon-like,,R0,Canada,Blend
Parker‰Ûªs Heritage 9th 8yo Malt Whiskey,8,8.58,0.51,8,$125-300 CAD,Bourbon-like,,R1,USA,Bourbon
Stagg Jr (all batches),0,8.57,0.43,20,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Ezra Brooks 7yo Old Ezra 101,7,8.56,0.22,5,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Jefferson's Reserve Very Old Kentucky Straight Bourbon,0,8.56,0.37,8,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Buffalo Trace Bourbon,0,8.55,0.37,24,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Bulleit Bourbon Barrel Strength,0,8.55,0.26,9,$70-125 CAD,Bourbon-like,,R3,USA,Bourbon
Russell's Reserve Small Batch 10yo Bourbon,10,8.55,0.34,16,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Koval Single Barrel Four Grain,0,8.54,0.23,5,$70-125 CAD,Bourbon-like,,R0,USA,Grain
Barton 1792 Port Finished Bourbon,0,8.52,0.17,8,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Barton 1792 Small Batch Bourbon,0,8.52,0.41,19,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Ancient Age 10yo Kentucky Straight Bourbon,10,8.51,0.41,6,<$30 CAD,Bourbon-like,,R2,USA,Bourbon
Four Roses Small Batch Bourbon,0,8.51,0.38,16,$30-50 CAD,Bourbon-like,,R3,USA,Bourbon
Willett Family Estate 9yo Bourbon,9,8.51,0.36,4,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
Bulleit 10yo,10,8.5,0.35,18,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Jim Beam 12yo Signature Craft,12,8.5,0.33,11,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Koval Single Barrel Bourbon,0,8.5,0.52,8,$50-70 CAD,Bourbon-like,,R0,USA,Bourbon
Wild Turkey Longbranch,0,8.5,0.16,7,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Jack Daniel's Single Barrel,0,8.49,0.35,17,$50-70 CAD,Bourbon-like,,R1,USA,Bourbon
Jim Beam Distillers Masterpiece PX Sherry Cask Finish,0,8.48,0.35,6,$125-300 CAD,Bourbon-like,,R2,USA,Bourbon
Smooth Ambler Old Scout 7yo Bourbon,7,8.47,0.34,13,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Jim Beam Bonded,0,8.46,0.4,11,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Angel's Envy Bourbon (Port-finished),0,8.45,0.44,15,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Michter's Small Batch US*1 Bourbon,0,8.45,0.33,15,$50-70 CAD,Bourbon-like,,R1,USA,Bourbon
Wild Turkey Forgiven,0,8.45,0.44,9,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Bernheim Original Straight Wheat 7yo Small Batch,7,8.44,0.52,19,$30-50 CAD,Bourbon-like,,R0,USA,Wheat
Smooth Ambler Contradiction Bourbon,0,8.44,0.47,4,$70-125 CAD,Bourbon-like,,R2,USA,Bourbon
Elijah Craig Small Batch (NAS),0,8.43,0.31,8,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Wild Turkey 101 Bourbon,0,8.43,0.35,22,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Stagg Jr batch 1 (134.4 proof),0,8.41,0.4,15,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
FEW Bourbon,0,8.4,0.57,12,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Michter's Toasted Barrel,0,8.4,0.14,6,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Heaven Hill 6yo BiB,6,8.39,0.24,8,<$30 CAD,Bourbon-like,,R1,USA,Bourbon
Jefferson's Ocean,0,8.39,0.38,7,$30-50 CAD,Bourbon-like,,R3,USA,Bourbon
Larceny Small Batch Bourbon,0,8.39,0.31,13,$30-50 CAD,Bourbon-like,,R0,USA,Bourbon
Old Grand-Dad Bourbon 100 BiB,0,8.39,0.49,11,$30-50 CAD,Bourbon-like,,R3,USA,Bourbon
Parker‰Ûªs Heritage 10th 24yo Kentucky Straight Bourbon,24,8.39,0.93,7,>$300 CAD,Bourbon-like,,R1,USA,Bourbon
W.L. Weller Special Reserve,0,8.39,0.4,14,<$30 CAD,Bourbon-like,,R0,USA,Bourbon
Old Forester Signature (100 Proof),0,8.38,0.39,10,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Smooth Ambler Old Scout 10yo Bourbon,10,8.38,0.56,4,$70-125 CAD,Bourbon-like,,R3,USA,Bourbon
Very Old Barton 6yo BiB,6,8.38,0.36,5,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Bulleit Bourbon,0,8.37,0.34,24,$30-50 CAD,Bourbon-like,,R3,USA,Bourbon
Old Fitzgerald Kentucky Straight Bourbon,0,8.37,0.5,6,$30-50 CAD,Bourbon-like,,R0,USA,Bourbon
Stagg Jr (batches 1-2),0,8.37,0.38,15,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Woodford Reserve Distiller's Select,0,8.36,0.33,22,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Evan Williams Bottled in Bond (White label),0,8.34,0.47,13,<$30 CAD,Bourbon-like,,R1,USA,Bourbon
Yellowstone 2015 Limited Edition,0,8.34,0.63,4,$125-300 CAD,Bourbon-like,,R3,USA,Bourbon
Old Forester 1870 Original Batch,0,8.32,0.17,3,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Balcones Baby Blue,0,8.31,0.66,13,$70-125 CAD,Bourbon-like,,R0,USA,Whiskey
High West American Prairie,0,8.3,0.65,8,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Jim Beam Double Oak,0,8.3,0.46,9,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Basil Hayden‰Ûªs Kentucky Bourbon,0,8.29,0.37,18,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Blanton's Special Reserve Single Barrel (Green label),0,8.28,0.38,8,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
Michter's Sour Mash,0,8.28,0.09,3,$50-70 CAD,Bourbon-like,,R1,USA,Bourbon
Very Old Barton 6yo,6,8.28,0.46,9,<$30 CAD,Bourbon-like,,R2,USA,Bourbon
Old Forester 1897 BiB,0,8.27,0.53,7,$50-70 CAD,Bourbon-like,,R2,USA,Bourbon
George Dickel No.12,0,8.24,0.39,18,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Jim Beam Black Label,0,8.23,0.31,16,<$30 CAD,Bourbon-like,,R2,USA,Bourbon
Four Roses (Yellow Label),0,8.22,0.32,13,<$30 CAD,Bourbon-like,,R3,USA,Bourbon
Maker's Mark,0,8.21,0.39,26,$30-50 CAD,Bourbon-like,,R0,USA,Bourbon
Evan Williams 1783 Small Batch,0,8.2,0.35,5,<$30 CAD,Bourbon-like,,R1,USA,Bourbon
Evan Williams (Black Label),0,8.19,0.39,16,<$30 CAD,Bourbon-like,,R1,USA,Bourbon
Koval Single Barrel Millet Whiskey,0,8.18,0.29,6,$50-70 CAD,Bourbon-like,,R0,USA,Grain
Heaven Hill Trybox Series New Make,0,8.16,0.3,3,<$30 CAD,Bourbon-like,,R1,USA,Bourbon
Old Forester,0,8.15,0.47,14,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Bib & Tucker 6yo Bourbon,6,8.13,0.18,5,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Yellowstone Select,0,8.13,0.33,7,$50-70 CAD,Bourbon-like,,R3,USA,Bourbon
Old Fitzgerald BiB,0,8.12,0.53,9,$50-70 CAD,Bourbon-like,,R0,USA,Bourbon
Tincup American Whiskey,0,8.12,0.29,8,$30-50 CAD,Bourbon-like,,R3,USA,Bourbon
Wild Turkey 81 Bourbon,0,8.07,0.48,16,<$30 CAD,Bourbon-like,,R2,USA,Bourbon
Jim Beam Devil's Cut,0,8.06,0.49,17,<$30 CAD,Bourbon-like,,R2,USA,Bourbon
Henry McKenna Straight Bourbon,0,8.05,0.06,3,<$30 CAD,Bourbon-like,,R1,USA,Bourbon
Jack Daniel's No. 27 Gold Double Barrelled,0,8.03,0.18,3,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
Mellow Corn BiB,0,8.02,0.41,16,<$30 CAD,Bourbon-like,,R1,USA,Bourbon
Old Grand-Dad Bourbon (80/86 Proof),0,8.01,0.55,12,$30-50 CAD,Bourbon-like,,R3,USA,Bourbon
Stagg Jr batch 2 (128.7 proof),0,7.97,0.86,3,$70-125 CAD,Bourbon-like,,R1,USA,Bourbon
66 Gilead The Wild Oak,0,7.94,0.53,7,$30-50 CAD,Bourbon-like,,,Canada,Blend
Jack Daniel's Old No. 7,0,7.94,0.38,16,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Smooth Ambler Old Scout Yearling Bourbon,0,7.92,1.03,4,$50-70 CAD,Bourbon-like,,R0,USA,Bourbon
Ancient Age Kentucky Straight Bourbon,0,7.9,0.69,9,<$30 CAD,Bourbon-like,,R2,USA,Bourbon
Jefferson's Very Small Batch Bourbon,0,7.9,0.71,8,$30-50 CAD,Bourbon-like,,R3,USA,Bourbon
Jack Daniel's Gentleman Jack,0,7.85,0.37,14,$30-50 CAD,Bourbon-like,,R1,USA,Bourbon
Heaven Hill Old Syle Bourbon (white label),0,7.83,0.47,5,<$30 CAD,Bourbon-like,,R1,USA,Bourbon
Redemption High Rye Bourbon,0,7.81,0.73,7,$30-50 CAD,Bourbon-like,,R3,USA,Bourbon
Ezra Brooks Black Label,0,7.78,0.82,7,<$30 CAD,Bourbon-like,,R1,USA,Bourbon
Jim Beam Distillers Series,0,7.72,1.28,5,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
Ezra B 12yo Single Barrel,12,7.69,0.88,4,$50-70 CAD,Bourbon-like,,R1,USA,Bourbon
Jim Beam White Label,0,7.67,0.5,19,<$30 CAD,Bourbon-like,,R2,USA,Bourbon
Rebel Yell Kentucky Bourbon,0,7.45,0.55,12,<$30 CAD,Bourbon-like,,R0,USA,Bourbon
Jim Beam Red Stag (Black Cherry),0,7.42,0.95,4,<$30 CAD,Bourbon-like,,,USA,Flavoured
Virginia Black,0,7.29,1.11,6,$30-50 CAD,Bourbon-like,,R2,USA,Bourbon
